# ./gen-events -pdgid -ptmin 100 -pileup -lhc -nev 1 -out Pythia-dijet-ptmin100-lhc-pileup-1ev.dat
# top mass:  175.00
# W   mass:   80.45
# Random generator sequence:     19780503
# Stamped by ./gen-events on 17/05/2011 at 12:44:12
#SUBSTART
       -1.3598786362        0.5822197507      -24.1335979887       24.1792944770     -211
        0.8663263312       -0.3013364397        0.1632291633        1.3231630688    -2112
        0.4434775013        0.4335343240        0.3149920866        0.7094533838     -211
        1.5403445409        2.0056592713        6.8774234665        7.3874646901     2212
       -0.0208747186        0.4764763149        1.4455044487        1.6001842093     -321
       -0.9675262351       -0.7717025185       34.2295118789       34.2647262627     2212
       -0.2732743169        0.3850777305        3.1129811504        3.1516813193     -211
       -0.4151249419       -0.5583792205       61.8863397529       61.8904083349     -211
        0.2505725773       -0.1368444356       94.0104580235       94.0155865939     2112
        0.4545758916        0.4251970621       79.0027228248       79.0107615284    -2112
        0.7531391894        1.6122915787      352.0858653706      352.0916160438     2112
        0.2626769599        0.1902867465        2.0468286625        2.0770641756      211
        0.6374402923       -0.7964382657      971.1496020754      971.1505911062     2212
        0.7539223667       -0.0231700816      496.5975051355      496.5980975823      211
        2.8449672341        1.9772319537       -2.9150263892        4.5299164889     -211
       -0.2389089184        1.0006337895       -0.4113027905        1.2129123618     -321
       -0.0388212869        0.0396050890       -0.4210693430        0.4470512632      211
       -0.4626101376        0.0274569054        0.1485929365        0.6931686965     -321
        0.2252893130       -0.1509959405        0.9577173116        1.3687838698     2112
       -0.1038330361       -0.6151532935        8.1332483701        8.2109240964    -2212
       -1.6705791858       -1.9248359686       16.6603884371       16.8803057374     2212
        0.2111684392       -0.3548191737        3.1079426376        3.1383556171     -211
       -0.6983638352       -0.1837448313        2.4152807098        2.5247841297      211
       -0.3292191052       -0.5824086084        4.0399727530        4.0973704539     -211
        5.4116769977        1.7213282501       -2.4696639962        6.1941858958     -211
        0.7536903829       -0.8760507855       -7.4226665027        7.5133861852      211
       -0.2242604514        0.1934868093      -13.0313933788       13.0684847584    -2212
        0.5595197379       -1.4075450430     -229.2228042536      229.2278510894     -211
        0.0894125118       -0.2609655147      -53.9232564966       53.9241427246      211
       -0.3141856830        0.5188153125     -209.3209225063      209.3223832317     -321
        0.3203567704       -0.0070948033      -49.8687006401       49.8699254272      211
       -0.1076263226        0.2222075177       -0.5912791344        0.6557822855      211
        1.9060967443       -0.6783910941       -3.3126157547        3.8841115069     -211
       -0.5483521900       -0.2428739016     -117.7774804482      117.7790900727      211
        0.2253077081       -0.1563694631     -213.1441920384      213.1444141760     -211
       -0.0861185025       -0.1015689910       70.8605031740       70.8607657489      211
       -0.3261417554        0.4503080755      132.6824517692      132.6836901548     -211
       -0.8575800362        0.4048660512      419.4906802982      419.4917754818     -211
       -0.9794071132       -0.1382741367      426.1440467954      426.1452175691      211
       -0.0625522586        0.2082771912      -15.0554377199       15.0576550929      211
       -0.7797180203        1.2045678313      -76.1766570706       76.1959632663     2112
        0.1876344264        0.7547509163      -29.9368277888       29.9472535212     -211
        0.0088859631        0.4568058393      -22.0157223266       22.0404430693    -2212
       -0.2581427218       -0.0694353430       -5.7683446043        5.7762217920      211
       -0.2186856615        0.0387545679      -10.8897675710       10.8929262767      211
       -0.9726186409       -0.0306814083      -13.5803938410       13.6159283573      211
       -0.2509195783       -0.1930861778       -0.9152999323        0.9685127117       22
       -0.1826251724       -0.3208144520       -1.0630865337        1.1253563189       22
       -0.2227625908       -0.0275421423       -1.1866910011        1.3062513933      130
       -0.5780826716        0.0923073564       -2.2925924524        2.3661530753       22
       -0.2482285086       -0.3375664724       -2.3933357174        2.4297375109       22
        1.9247190130       -1.4502099329        0.0458071310        2.5869948215     2112
        0.4691016331       -0.1865309379       -0.2261220511        0.5704919806     -211
        0.1286461926        0.2872597242        0.0760467293        0.3238071912       22
        1.5398407950        0.6128166773        0.5640922159        1.7506724371       22
        0.8023586233       -0.0191734709        3.5680055451        3.6598210799      211
        0.3158468309        0.2854577686        0.6957645456        0.8275345588     -211
        0.8029720800        1.4746066480        5.4465952531        5.7012374590      211
        0.2266760122        0.8519125176        3.4492598381        3.5601306694       22
        0.2314344542        0.5855989494        2.8417128446        2.9106390926       22
       -0.5218986792        0.8471032223       18.6522701210       18.7024045125    -2112
        0.1191180473        0.1264045589        3.6905405080        3.6972606410      211
       -0.3492161275       -0.1238043704       11.9226730166       11.9292452012     -211
       -0.3991802403       -0.0130462221       41.3883011895       41.4008910798    -2112
       -0.9092236930       -1.6211280756       49.0057758984       49.0410115655       22
       -0.2235230256       -0.1921883944       14.7685460867       14.7714878207       22
       -0.1014578053        0.0829992280        9.1151510726        9.1171619169     -211
       -0.3074072799       -0.5220014998       26.4488279540       26.4561328377      211
       -1.5679269355       -3.0637472014      104.4363372519      104.4931239851      211
        0.1348866533       -0.0006136250       12.8891215514       12.8905829557      211
       -0.2139517857       -0.0776839448        8.2871915776        8.2903169062       22
        0.1978202593       -0.1031505795       26.6177613066       26.6190621484      211
       -0.0947285389       -0.1074859061       32.2259253462       32.2265460595     -211
       -0.5684876838        0.0015312370       91.0172960256       91.0239207471    -2112
        0.4718774070        0.2617750105      104.6907746106      104.6933482053      130
       -0.2369362965        0.4902066241      117.4521874315      117.4535323163     -211
       -0.0152215477        0.0181682572        6.8643322416        6.8643731618       22
       -0.0899554285       -0.2340313591       53.3533877452       53.3539768578       22
        0.0597292486        0.1833916672       24.6074796258       24.6082354837       22
        0.5960696521        1.5533309597      267.7306853113      267.7358548894       22
        0.1884195373       -0.0149519934       62.3651410337       62.3655836293      211
       -0.8190799660        0.0304540115       73.3122411950       73.3184845004      321
       -0.4107542339        0.3143111649       76.0986310040       76.1005166278     -211
       -0.0848175185        0.3291191597       31.8656445589       31.8677626508     -211
       -0.2809006270        0.0441127313       20.8152467148       20.8176566087      211
        0.3996200015        0.2753544749       19.7431160563       19.7495728468     -211
       -0.2809282141        0.3420312574       23.6608600402       23.6654111241     -211
        0.1035618498       -0.3144654906       14.5469033295       14.5513397962      211
        0.1697621767        0.2716486673        3.8699581467        3.8857004564      211
       -0.2591859679       -0.2203973639        2.2372685668        2.2672897453     -211
       -0.0747656168       -0.2748700872        3.0083402533        3.0250180705     -211
       -0.1127591583        0.0489867073        0.6509563427        0.6770068465      211
        0.2680538521       -0.0646074837        4.4354605987        4.4462138390     -211
        0.0105478183        0.3910360902        7.0292175010        7.0414770426      211
       -0.0319162515        0.0094660923        1.7408185143        1.7411367993       22
        0.0169446307        0.3410500741       13.5744336166       13.5787278596       22
        0.0162419827       -0.6939516668       12.7743753337       12.7939820880     -211
       -0.2443666179        0.1512158942       63.8613222495       63.8619688136       22
       -0.1324017369       -0.0196214224       31.0125742468       31.0128630835       22
        0.1510507627        0.0277379679      127.5759342989      127.5761030826      211
        0.5428841421       -0.2143111010      227.5276912409      227.5284826426     -211
        1.6355666364        0.7346075652       -1.8199835972        2.5586220072     -211
        4.8234484767        2.4426361152       -5.5459209635        7.7465376471      211
        2.9859325064        2.2209504532       -4.0710153489        5.5173417154      211
        2.0622832479        2.3201063167       -4.4188357124        5.4019898513      211
        0.6438320313        0.6246993517       -1.1403368660        1.4576065716     -211
        0.3297934016        0.7614945249       -1.7313171902        1.9249874278      211
        0.7534115172        0.2905664414       -1.5500757406        1.7533603046     -211
       -0.0296799638        0.0208087707       -0.0380334830        0.0525399945       22
       -0.5512814645        1.4049791203       -1.5889133022        2.1914659622       22
        0.4873622098        0.6391602183       -1.0859345785        1.4397836802      130
       -0.6278808058        0.4288315716       -1.0062926927        1.2689505867     -211
       -0.1837580870        0.4860200017       -0.3211471585        0.6265762195      211
       -0.9266121088       -0.1613841015       -0.1213496272        1.0691218454      321
       -0.4935097821       -0.8623933605        0.2021270910        1.3814775304    -2212
       -0.2630686657       -0.0645899230        0.2426171895        0.3895123446     -211
       -0.3404636663       -0.1057855053        0.4436292644        0.5859972614      211
       -0.2844852172       -0.6810553389        2.9568101621        3.0872537162      321
        0.1591698878        0.0217300369        0.5334767944        0.5743557459     -211
       -0.2067242633       -0.1399792190        0.2793076063        0.3997769711      211
        0.0721494692       -0.3698438180        0.5958515662        0.7186855150     -211
        0.1077902334       -0.2576289688        1.5201355673        1.6224809777     -321
        0.1398791015       -0.0676350324        2.6414065644        2.6496507475      211
       -0.7291224929       -0.9022901785        3.8774987591        4.0773011617      321
       -1.2296117226       -0.8068302421        8.7334334638        8.8563976929       22
       -2.7150345792       -1.5679932530       19.1268763260       19.3821416153       22
       -0.2040667874       -0.4085926353        2.1368802512        2.1895954393      211
       -0.3158510602       -0.9199981324        6.9607863301        7.0298068660     -211
       -1.6942777176       -1.3666397055        9.9085266885       10.1568116634     -321
       -0.2730470464       -0.6346482090        2.5357892778        2.6319270669      211
       -1.8085946205       -1.0273237134        8.1748956146        8.4365162602      211
       -1.9710696706       -1.8129751224        8.1789796089        8.6073911070     -211
        0.1657823387       -0.4236498781        2.6026049141        2.6420664909       22
        0.0569783687       -0.0382920763        0.2420020399        0.2515507999       22
