     0.21328405    -0.17328971     -2.2307871      2.2519792
    0.054103489   -0.042711074     -3.4425548      3.4784559
     0.37437265   -0.051016375   -0.050480129      0.4059379
      0.7678367     0.53006967     -31.200142      31.218056
     0.36351359    0.038266332     -4.2056363      4.2237973
  -0.0080246177     0.04268686     -12.803184      12.804018
    -0.02217918     -0.2306935    -0.43220916     0.50989798
   -0.068364951    -0.49053687     0.24027786     0.56790265
    -0.35430201     0.14550262     0.73016903     0.96304903
   -0.054407935    -0.34246315      6.5964564      6.6720514
     0.12345784     0.25829234      3.1138508      3.1300964
   -0.061597145   -0.024070491    -0.10713738     0.18796755
  -0.0018813367   0.0073496596  -0.0025951201     0.13980013
     0.10477584    -0.18907189     0.20423476     0.32850841
     0.17089496     0.34522859     0.74633326     0.85139943
     0.17811782     0.29251984    -0.28168965     0.44344433
    0.088777303    -0.15151775     0.25043486     0.33620893
    -0.26821623    0.070422162    -0.20371736     0.34409299
